Time,FlowRate,InletTemperature,OutletTemperature,AirTemperature,RelativeHumidity
99510,39.52333095,25.80625417,29.6600813,29.9,80.6
99520,38.99103285,25.89353396,29.42344869,30.1,81.0
99530,42.73934063,25.63450311,27.80998798,29.8,81.5
99540,43.44676472,25.70100565,27.4498846,30.0,84.0
99550,42.93237529,25.01182385,28.5746252,30.4,82.6
99560,43.25632919,25.63487815,28.75314734,30.4,81.7
99570,41.54100277,25.02305595,28.80842228,30.3,82.2
99580,43.97594831,24.99666711,26.87424289,30.3,85.3
99590,44.01284071,25.45526091,28.36554458,30.5,82.1
99600,41.55776458,25.24502668,27.62960149,30.0,81.5
99610,43.71463776,24.959443,28.74499119,30.0,82.3
99620,44.25470954,25.2580405,27.87173181,30.0,83.9
99630,45.43168242,25.63743861,28.60545337,30.6,85.1
99640,45.48063909,25.92802374,29.70944556,29.8,84.2
99650,43.90096143,25.12589637,28.88976244,29.8,83.4
99660,44.70347656,25.43810928,27.47562069,30.0,83.8
99670,47.22781323,25.24642409,27.47701554,29.7,83.9
99680,43.59432186,25.746131,30.2751062,30.5,81.2
99690,47.01102775,25.74868148,28.18350723,29.9,82.7
99700,43.54491144,25.88292027,27.93355722,30.2,83.5
99710,42.27397658,25.56425007,28.60604015,29.8,82.7
99720,42.1910422,25.61083571,28.67085226,30.5,80.6
99730,43.98758604,25.87622537,28.95160497,30.2,84.5
99740,45.64782985,25.23986836,27.99721488,30.2,82.1
99750,43.83355998,25.0384209,28.11200453,30.4,83.8
99760,41.94681517,25.76671311,29.23092441,30.6,83.3
99770,40.54265865,25.74889874,28.74212679,29.9,85.3
99780,40.35342774,25.69954909,27.9938771,30.3,81.4
99790,39.44305637,25.8916787,30.35862855,30.3,85.5
99800,41.29027344,25.56262018,28.19544691,30.3,83.0
99810,40.94851901,25.55688075,28.30284391,30.1,85.1
99820,38.96685069,24.9641638,27.16126054,30.5,85.5
99830,38.42663632,25.80299979,29.62096847,30.7,84.4
99840,37.2549748,25.35595816,29.5444118,30.5,82.6
99850,39.92553421,25.33685289,27.19975787,30.6,80.8
99860,36.10237514,24.96436569,29.09993419,30.5,83.3
99870,35.45591814,25.21898039,28.07335831,30.5,82.5
99880,37.86122654,25.38727457,27.92156846,30.7,81.7
99890,36.16711631,25.12749048,28.42528863,29.8,84.4
99900,38.35601281,25.63424377,27.94043078,29.8,80.8
99910,41.64845525,25.17242272,29.77133143,29.8,82.7
99920,40.59219109,25.60320837,30.26380427,29.8,84.6
99930,43.10627917,25.56351357,28.96547211,30.4,84.3
99940,42.60687344,25.15150703,27.51969857,30.0,85.5
99950,43.89418165,25.08492031,28.23307779,29.8,81.3
99960,43.75510543,25.35947824,27.45370492,30.6,84.8
99970,43.15461112,25.5934093,28.58069473,30.4,85.0
99980,41.44516902,25.81414483,28.97847901,30.3,83.2
99990,42.1473548,25.22311092,27.46397499,30.7,83.9
100000,43.27267706,25.10939979,29.15449736,30.5,84.3
100010,46.37208608,25.14325881,28.53324412,30.2,83.8
100020,45.63330887,25.24475328,29.61498721,30.5,85.1
100030,45.44629627,25.37391919,29.9510822,29.9,82.4
100040,44.68241458,25.24084728,27.62280596,30.7,84.9
100050,45.4756523,25.12070089,29.25538466,30.5,85.0
100060,46.53041682,25.35649013,27.35924211,30.4,82.4
100070,45.56662081,25.49362816,28.68557494,29.8,83.3
100080,46.13384779,25.02771793,29.21585822,30.1,80.9
100090,46.56944966,25.70145744,30.13179781,30.3,81.4
100100,42.24145038,25.16459939,28.29634947,30.3,84.4
100110,42.4949062,25.38958776,28.3239305,30.5,82.4
100120,42.60119382,25.24822151,28.3458132,30.7,84.7
100130,45.7277584,25.35449184,28.34317143,30.7,84.0
100140,44.6861144,25.60555318,28.41349482,29.9,81.5
100150,40.83670327,25.40932736,27.69783679,29.8,81.6
100160,40.60398222,25.28111918,27.28860689,30.4,84.9
100170,41.64277348,25.36425243,28.47230822,30.5,84.0
100180,42.90797355,25.37195933,28.89178185,29.8,80.8
100190,40.21028654,25.62606834,29.37323726,30.5,82.7
100200,38.4034444,24.92112338,29.31624544,30.0,82.6
100210,38.53586817,25.54627468,29.84122908,30.4,84.6
100220,39.07085109,25.02184732,29.55184849,30.3,83.5
100230,40.1673358,25.65781209,30.19967812,30.0,82.8
100240,40.10875459,25.77113644,28.78503066,30.6,81.8
100250,39.53623674,25.53209177,29.81925321,30.3,83.4
100260,36.19622645,25.66297681,28.21836829,30.0,84.3
100270,35.9522172,24.92921337,27.67166033,29.9,85.0
100280,35.12399361,24.99844553,28.53730667,30.5,85.1
100290,37.51635615,25.21845378,28.2222977,30.0,84.8
100300,36.33212273,25.61148472,28.99893273,30.0,85.5
100310,35.46200607,25.18626138,27.83418705,30.0,82.0
100320,36.8933541,25.66314135,27.90349949,30.1,80.7
100330,32.93900012,25.27648659,27.32823476,30.1,85.3
100340,34.51039456,25.31081077,28.31479718,30.2,80.8
100350,35.09942797,25.07784418,27.05619812,30.7,82.3
100360,36.95823439,25.06499016,29.07428483,30.6,83.3
100370,36.61526374,24.89529849,28.16875084,30.2,82.8
100380,37.54514951,24.95585373,27.00568374,29.9,84.0
100390,32.82031497,25.27561598,29.96800479,30.2,84.4
100400,36.92540603,25.69987384,30.46943007,29.9,81.7
100410,34.3972192,24.98256418,29.04296844,30.2,84.7
100420,37.4503414,25.18221311,29.99126268,30.1,85.2
100430,35.56614857,25.14683309,29.74695573,29.9,82.0
100440,37.06060866,25.51215542,28.87335764,30.4,84.8
100450,35.7327249,25.26300578,28.82967071,30.4,82.4
100460,37.00974517,25.86005863,29.79029383,30.7,84.4
100470,40.44124371,25.31180338,29.96371592,30.7,84.4
100480,40.86726121,25.37585827,28.13589807,30.1,85.0
100490,38.69413818,25.57283672,27.71653494,30.6,83.0
100500,39.81819167,25.42795277,28.77207768,30.0,82.7
100510,39.44378206,25.6398275,29.10668165,29.8,85.2
100520,40.1861694,24.973438,27.47390621,30.5,82.3
100530,40.55796309,25.14741493,29.40978138,30.1,83.6
100540,43.92985892,25.7948692,28.38176528,30.4,81.7
100550,41.29100654,25.59291328,29.2283606,30.2,85.4
100560,40.05994446,24.96168294,28.86438132,30.6,82.0
100570,45.25957047,25.46284115,29.49152144,30.0,84.3
100580,42.09833728,25.00057522,26.99745938,30.4,84.3
100590,45.89216749,25.62423521,29.28677185,30.5,81.2
100600,41.84601714,25.42822471,27.87582806,29.7,84.7
100610,42.07672797,25.8419403,28.11104728,30.5,80.9
100620,42.4747431,25.58384032,29.48618645,30.2,84.5
100630,42.31884498,25.37428881,28.0950745,30.6,85.2
100640,46.83516907,25.14419421,29.55197034,30.4,84.9
100650,43.70822297,25.42566944,27.92095163,30.0,81.3
100660,46.54472503,25.72016127,27.41659626,30.7,85.3
100670,44.70137464,24.98941,28.72880394,30.1,84.5
100680,45.93862921,24.97471153,26.70860894,30.2,84.8
100690,46.50952062,25.20876404,27.16678912,30.1,81.7
100700,46.03287937,25.34708431,29.87620031,30.0,84.8
100710,42.34227034,25.16340231,29.47505748,30.6,85.1
100720,43.84593802,25.01666029,27.23537265,29.9,82.5
100730,46.02599838,25.51551363,28.36569294,30.0,81.6
100740,42.48361811,25.0784832,27.16463788,30.7,81.5
100750,40.48246582,25.27075449,27.34710094,30.1,84.1
100760,43.42755504,24.98627012,28.92195305,30.5,83.2
100770,42.12540004,25.45085892,28.2591156,29.9,80.9
100780,42.2404081,25.53446892,27.66155908,30.2,84.2
100790,41.58329214,25.26090121,28.7480371,30.3,80.8
100800,38.05997827,25.25843939,28.5910789,30.5,84.2
100810,39.97406958,25.49073897,27.72325178,30.7,83.5
100820,40.58980555,25.72992696,29.00030848,30.3,85.0
100830,38.69566067,25.83042391,28.0218987,29.9,81.0
100840,35.9861723,25.15110926,27.14671207,30.2,80.7
100850,35.82550534,25.05377459,29.90774161,30.4,85.3
100860,36.91208351,25.03750493,27.98567326,30.5,82.3
100870,37.47714025,25.0623632,29.82308615,30.4,80.7
100880,36.78963923,25.11981254,28.39880893,30.3,84.2
100890,35.09407209,25.20672967,29.88340574,30.7,83.1
100900,37.78577938,25.20980612,27.99632915,30.0,81.1
100910,36.68684571,25.47056641,28.96218028,30.2,81.5
100920,35.55585899,25.71301642,29.73898164,30.7,83.6
100930,34.47075095,25.21820077,28.27410203,30.0,81.5
100940,37.12865991,25.15119839,28.629043,30.1,82.9
100950,33.53683606,25.67859941,27.71505306,30.0,85.2
100960,35.3197102,25.62375045,28.54313498,29.9,81.3
100970,34.90128677,25.53535327,29.63291743,29.8,84.5
100980,36.62217166,24.93185017,28.35252216,30.1,84.4
100990,35.10689545,25.55200865,30.00329909,30.7,82.3
101000,32.95176558,25.0315665,27.41902811,30.1,82.7
101010,38.09000046,25.13167918,28.2699576,29.9,85.1
101020,35.86050101,25.47357063,29.86760292,30.4,84.6
101030,35.13728897,25.17793599,27.99068477,30.3,83.8
101040,37.72027711,25.03569699,28.34955491,30.4,81.3
101050,35.81518622,25.10142008,29.76451513,29.8,83.9
101060,39.88929093,25.86646766,28.801833,30.1,81.1
101070,36.90182311,25.48484622,27.81740817,30.5,80.7
101080,40.37975142,24.93991764,29.19724259,30.1,81.7
101090,38.74499381,25.02478075,29.16579511,29.8,84.8
101100,37.05347751,24.90389499,27.28732024,30.0,81.2
101110,37.53194084,25.29162202,28.8630802,29.8,82.9
101120,38.78195525,24.98929059,27.87761117,30.6,81.1
101130,39.62672537,25.34838585,27.20158201,30.4,84.5
101140,42.35937805,25.49799981,29.18627691,30.5,81.0
101150,42.11243882,25.09049028,28.24853129,30.1,83.5
101160,43.68177756,25.01695768,29.50203498,29.9,80.9
101170,44.68833168,25.44090137,29.42665296,29.8,83.0
101180,40.87383633,24.9801035,27.59757661,30.4,81.9
101190,42.10141863,24.99423226,28.07167767,30.1,84.4
101200,45.61929338,25.35765735,29.89022422,30.4,84.4
101210,41.83924463,25.42408044,27.49292391,30.7,81.7
101220,47.03353348,25.97218275,28.6538109,30.1,82.7
101230,47.141871,25.59978963,27.95397373,29.9,85.2
101240,45.50116171,25.49361434,28.71847551,30.3,85.6
101250,44.78897729,25.38499703,29.53066997,30.5,85.3
101260,44.12089596,25.35796001,29.86157885,30.5,85.1
101270,47.13014319,25.73224361,28.46235404,30.2,81.7
101280,42.77936722,25.52861552,29.58099914,30.2,80.6
101290,43.51633187,25.46104857,29.36438333,30.1,84.7
101300,43.57945153,25.73109482,29.65501586,30.1,81.7
101310,42.48745786,25.15580795,27.82585208,30.6,82.5
101320,45.93321784,25.50034078,29.87210204,30.1,81.3
101330,43.61940603,25.33929156,27.38022567,30.2,85.4
101340,41.29076469,25.8111091,28.90901707,30.2,81.8
101350,44.94432601,25.16637412,29.49739682,30.0,84.4
101360,40.30103639,25.24119769,28.64313063,30.4,83.7
101370,39.95643812,25.16355064,27.83913985,30.0,83.3
101380,42.41670392,25.66054645,29.96311147,30.4,84.3
101390,38.79354741,25.2637818,29.018628,30.1,82.2
101400,38.18052472,25.87541605,28.66704871,30.3,84.8
101410,38.64920077,24.90938093,28.86476419,29.8,81.9
101420,37.92405248,25.62547283,29.20746378,30.0,81.4
101430,38.49479052,25.33585557,27.33994381,30.6,81.5
101440,40.52055821,25.5148523,28.0156196,29.9,84.5
101450,35.96338151,25.79144874,28.58218428,30.2,85.1
101460,39.4525956,24.97807881,29.03440858,30.1,83.0
101470,37.7217123,25.85186528,29.46637333,30.0,83.2
101480,38.46145623,25.41536368,29.26432851,30.5,84.0
101490,37.80343638,25.27449063,29.81372395,30.4,81.4
101500,34.7620974,25.02467831,28.44258538,30.5,81.1
101510,37.43056124,24.94002085,28.08306555,30.1,80.6
101520,36.44491519,25.06319814,28.42149279,29.8,82.8
101530,34.56219516,24.90283383,27.08119246,30.7,85.1
101540,33.59749974,25.64331106,28.41915721,30.2,85.2
101550,36.29673484,25.43050297,28.62501873,30.2,80.7
101560,36.60842744,25.44835446,28.686974,29.9,82.3
101570,32.8477263,25.12269282,30.06389959,29.9,84.8
101580,33.4449994,25.36964379,28.34434736,30.2,82.2
101590,35.91268528,25.03871959,26.98140152,30.4,82.7
101600,36.7020391,25.73740204,30.00632169,30.0,84.1
101610,33.17162641,25.28214325,29.64623781,30.1,84.0
101620,36.31446098,25.62759793,30.32230465,29.9,82.3
101630,35.46704236,25.01644653,28.31849495,30.6,81.9
101640,35.81797604,25.53592099,29.38981975,30.3,81.3
101650,36.02430489,25.84054024,30.68825745,30.2,81.7
101660,36.37630027,25.39399787,28.75930396,30.0,85.5
101670,36.23130539,25.34088949,27.30763193,30.4,81.0
101680,38.80649568,25.0771075,28.81962269,30.0,83.3
101690,37.88456006,25.53020983,29.61139736,30.4,81.1
101700,39.00413585,25.83790764,28.99777982,30.5,83.3
101710,40.06760758,25.86899013,30.30455139,30.3,83.4
101720,41.36501817,25.42815772,28.39201566,30.4,81.0
101730,38.61352593,25.578528,30.22932162,30.5,84.6
101740,39.52892893,25.23133549,29.48039878,29.9,85.4
101750,43.33966308,25.16689507,28.12350026,30.0,85.3
101760,43.4329237,24.94160922,27.59218696,30.1,80.7
101770,42.36767238,25.40558925,28.39549595,30.3,83.8
101780,44.79674945,25.13446763,28.87064794,30.3,84.2
101790,43.05978366,25.3938513,28.06033841,30.1,82.3
101800,43.70207101,25.40941638,29.84668917,29.8,81.5
101810,45.63264482,25.93158377,30.04466563,29.9,81.4
101820,42.44136648,25.49313325,27.84007234,29.9,84.5
101830,45.83838619,25.28440678,28.52677692,30.6,85.3
101840,42.76363211,25.91299947,30.32432445,30.4,83.4
101850,43.22977246,25.48640762,29.61944101,30.1,83.8
101860,46.63492736,25.93838997,28.66814839,29.8,82.6
101870,47.21901451,25.40678769,29.11450868,30.5,84.1
101880,46.65546229,25.48282135,28.79954463,30.4,82.5
101890,46.18023314,25.35874135,27.60213854,30.4,81.5
101900,44.96516428,25.36578036,28.15319924,30.7,84.6
101910,44.28156857,25.50210142,28.0665405,30.3,83.1
101920,46.35087918,25.65338154,29.71926983,30.7,83.8
101930,44.12796555,25.78778612,29.84597379,30.6,84.4
101940,44.00559546,25.21182972,28.7679467,30.0,83.3
101950,42.97885537,25.89895507,29.85276513,29.8,84.3
101960,42.03900032,25.65039978,28.77124819,29.8,80.6
101970,39.62101658,25.23230984,27.53013772,29.8,83.8
101980,41.09555805,25.35150733,29.28372883,30.3,83.9
101990,43.53618014,25.76613546,29.79781106,30.2,85.0
102000,38.8880772,25.05221068,29.688067,30.6,83.8
102010,41.93143143,25.64948318,29.64849115,30.7,84.3
102020,41.82892156,25.41356687,27.83125788,29.9,84.8
102030,37.38974113,25.37850533,28.35879441,30.6,84.1
102040,38.35579719,25.77044667,29.84879451,30.6,80.7
102050,39.25527494,25.76058849,28.02076552,30.6,82.4
102060,36.76320125,25.67261354,29.31966473,29.9,84.0
102070,37.5663141,25.84755432,28.26014563,30.1,82.8
102080,36.01355616,25.81098716,28.02992013,30.3,81.7
102090,35.07616627,24.88250793,28.86737008,30.5,82.9
102100,36.90381777,24.88554375,27.58321312,29.9,81.9
102110,36.1134423,25.30506696,29.46823949,30.6,85.2
102120,33.28460348,25.66525724,29.08802866,30.2,80.9
102130,37.19725692,25.87152775,29.99700701,29.8,83.2
102140,35.59092526,25.83770689,28.88239423,30.5,82.6
102150,37.17562542,25.14010732,28.30219575,29.8,81.4
102160,36.45833965,24.90204248,28.31296675,30.7,82.7
102170,36.44755607,24.87895178,27.98123704,30.1,83.3
102180,34.51829701,25.70983638,28.93495198,30.3,81.1
102190,37.57767705,25.82660075,30.3276635,29.8,83.5
102200,36.83483473,25.4375979,29.95901807,30.2,82.8
102210,36.34891815,25.54366364,29.15721179,29.9,81.9
102220,33.74531358,25.01433041,27.80505543,30.4,84.5
102230,38.32164172,24.89864614,29.55280706,30.7,83.8
102240,35.87505322,25.02921042,28.09832711,30.7,83.9
102250,35.09016015,25.24937963,29.30043787,30.0,85.4
102260,39.72452341,25.40745738,27.47808205,30.1,84.8
102270,40.22889584,25.76982631,29.76704987,30.0,84.9
102280,38.78385761,25.18512532,27.60429296,29.9,82.2
102290,36.99525572,25.25877929,29.13390913,30.2,83.1
102300,41.55916055,25.91164374,29.29604333,30.5,83.9
102310,40.06496205,25.50710299,28.32160792,30.5,83.8
102320,39.03530388,25.34349747,29.89963824,29.9,81.7
102330,42.29408073,25.6674939,28.95921875,30.7,83.1
102340,43.92817386,25.81296849,27.95698593,30.6,82.3
102350,39.87191781,25.83926737,29.28668137,30.1,82.4
102360,44.96382544,25.78282644,29.21824672,29.8,84.8
102370,41.40754461,25.16635749,27.67276689,30.5,82.0
102380,45.37149344,25.10034671,28.75671862,30.6,83.5
102390,41.90281066,25.90879482,28.12452973,30.3,83.3
102400,42.69132384,25.21466074,27.67469382,30.7,84.9
102410,43.14478909,25.80416682,28.77836495,30.0,85.3
102420,42.91606692,25.88245012,27.97732094,30.1,82.5
102430,44.50477369,25.70841023,29.5023469,30.7,84.9
102440,47.33946982,25.12641652,28.91026037,30.0,85.2
102450,45.17893388,25.89970479,29.53787028,30.6,84.3
102460,43.34401642,25.09182688,29.13279227,30.6,84.3
102470,45.53288884,25.48651851,29.22026903,30.7,85.3
102480,46.68889698,25.95260392,27.95980653,30.3,82.3
102490,44.91975538,25.06275563,26.91040579,30.3,84.3
102500,42.75819133,25.63817412,29.81745429,30.1,85.0
102510,44.39526349,25.08759371,27.59057598,30.3,80.6
102520,43.19237054,25.9067727,30.55983252,30.4,84.9
102530,44.43653648,25.8140927,29.6885674,30.0,85.3
102540,44.48716898,25.35375942,27.46836728,30.1,80.6
102550,41.63095927,25.51153707,29.38042629,29.8,81.4
102560,41.52704364,25.5600659,28.88238067,30.6,84.3
102570,44.40167485,25.51380588,28.30711224,30.1,84.0
102580,40.79087723,25.04368335,29.52886471,30.1,82.9
102590,41.00576483,25.67936553,28.12336939,30.1,84.2
102600,39.6809482,25.50450838,28.63394309,30.4,82.2
102610,39.12480584,25.1853814,27.23688735,30.1,83.0
102620,41.27877367,25.91512167,29.88014958,30.6,82.4
102630,38.47559845,25.24443583,28.68830335,30.4,84.5
102640,36.91015464,24.95543569,27.07246603,29.9,81.7
102650,37.62742599,25.57850596,29.24649952,30.4,84.0
102660,35.43413476,25.45418574,30.30913355,30.2,85.4
102670,35.01280168,25.24888721,29.54819909,30.2,83.4
102680,36.7748126,25.41422025,27.79602306,30.2,85.5
102690,34.36854831,25.38902178,30.23167771,30.5,82.3
102700,38.14979124,25.08892388,29.9186636,30.1,83.8
102710,36.21606071,25.58886674,30.02525879,30.4,81.5
102720,37.86393503,25.88327918,29.43655861,30.6,84.5
102730,37.67221748,25.74730786,29.182441,30.3,82.4
102740,35.72206385,25.76800656,30.66947463,30.2,81.4
102750,35.82972585,25.83441092,29.47416764,30.5,81.0
102760,33.74992006,25.31411099,28.22356321,30.7,85.0
102770,34.12743841,25.23995067,29.49436825,30.4,83.8
102780,35.3204765,25.39169787,28.68182583,30.7,80.9
102790,32.78271839,25.1506454,27.50063033,30.6,84.1
102800,37.17433456,25.46735406,28.78253331,30.3,80.9
102810,33.23022896,25.55147538,28.81730968,30.3,84.3
102820,33.55112766,25.55819639,28.11204477,30.7,84.5
102830,37.12119241,25.2288445,28.21323256,30.0,81.4
102840,36.45666083,25.53542351,27.77392643,30.2,83.9
102850,38.31641669,25.07709165,27.42487449,30.0,82.0
102860,39.36177507,25.5995535,29.82469454,30.4,84.0
102870,39.25309732,25.80594734,29.07866932,30.5,80.7
102880,39.63803645,25.16177185,28.18282898,29.9,83.9
102890,37.39302039,25.33321642,29.14227003,30.7,85.3
102900,38.19735558,25.04683458,29.36539433,30.1,83.4
102910,39.24744515,25.44979792,29.35264684,30.4,84.8
102920,38.92321317,25.87469424,30.2607872,30.6,85.3
102930,40.81634461,25.31940774,28.9096854,30.0,82.4
102940,43.0065785,25.91045106,29.04953572,30.3,83.0
102950,43.53718605,25.72672277,29.46718514,30.1,85.0
102960,44.56679131,25.21467402,29.74558786,30.0,81.4
102970,41.88701533,25.39652598,29.6169061,30.7,85.3
102980,43.42415733,25.80511372,28.68532369,30.7,80.7
102990,45.26287907,25.65989227,29.14599001,30.5,84.5
103000,43.4649597,25.83470309,28.31787898,30.4,82.0
103010,46.33678958,25.65129349,29.10249779,30.5,81.3
103020,42.2097934,25.6454909,30.23404276,30.2,82.0
103030,46.66537333,25.88265155,27.69019435,30.6,81.4
103040,43.36200481,25.28068306,27.91966651,29.9,83.3
103050,47.36951623,25.80997472,27.78165224,30.7,81.9
103060,42.8146051,25.70665304,27.93968575,29.9,80.9
103070,47.38982266,25.13260931,27.74317261,30.7,84.6
103080,43.76198305,25.26507466,27.05657963,30.5,81.7
103090,44.38928273,25.48178745,27.37437346,29.7,83.8
103100,43.76835656,25.04385332,27.61187777,30.5,81.8
103110,46.30052145,25.83961652,27.6655555,30.0,84.2
103120,44.35009958,25.61674851,29.36271519,30.7,83.4
103130,45.802384,25.51854485,27.32476119,29.8,80.7
103140,44.43637849,25.28286522,27.45292647,29.8,84.0
103150,41.42597424,25.29156545,28.91458214,30.4,81.0
103160,40.97511623,25.03356022,27.90371182,30.1,83.1
103170,44.31584839,25.15226432,28.57003683,29.9,83.5
103180,42.58294063,25.23689995,28.85795283,30.3,84.0
103190,42.9557139,25.8924854,29.17294695,30.4,81.7
103200,38.02289775,25.62995913,28.2336204,30.4,82.0
103210,41.97317807,25.70650529,29.55576304,30.3,83.9
103220,37.09734346,24.94044943,29.46365135,30.0,81.9
103230,37.79392887,25.44657432,30.23358101,30.4,83.5
103240,39.32124017,25.42464719,29.37470351,30.6,85.4
103250,36.76693449,25.36582774,28.2098101,30.0,84.8
103260,39.18937301,25.58446992,29.23582002,30.5,84.7
103270,36.03918284,25.76934146,29.69884438,29.8,80.8
103280,37.5566555,25.88208341,28.59822527,30.1,83.8
103290,38.04710233,25.06894446,28.30611569,29.8,82.1
103300,37.3412869,25.40531772,28.7400442,30.6,82.9
103310,34.90373807,25.09503564,27.69121844,29.8,81.4
103320,34.55418628,25.85136147,28.25881443,30.2,84.0
103330,34.10320525,25.26045976,27.87901009,30.1,84.5
103340,35.31367408,25.55613215,30.46508587,30.2,82.4
103350,34.00977427,24.94073746,29.55228691,30.6,82.7
103360,36.67120324,25.13728795,29.17386341,30.7,82.0
103370,37.23662718,25.12463997,28.82762581,30.0,84.0
103380,33.54209978,25.0425892,27.82730483,30.5,83.1
103390,37.70296858,24.97892391,29.57354538,30.6,83.0
103400,35.98542424,24.975138,27.17511655,30.5,81.4
103410,34.35749873,24.89679515,27.84900924,29.9,81.6
103420,37.3305044,25.46040843,30.22625843,30.3,85.6
103430,35.00662555,25.15934899,27.96161653,30.3,82.1
103440,38.91631343,25.24787115,27.72147199,30.4,85.2
103450,34.63816472,25.12877538,27.90755762,29.7,85.0
103460,35.34624523,25.68441925,28.93700997,30.5,82.1
103470,36.10227676,25.77050053,29.56622514,30.6,81.9
103480,39.40810406,25.39390843,27.82736631,30.4,84.3
103490,40.0332255,25.88958599,29.55776544,30.7,83.9
103500,39.05108958,25.01077934,29.3488398,30.2,82.4
103510,40.76607789,25.13681392,29.79955599,30.3,84.2
103520,38.8226311,25.32073009,28.59828394,30.3,83.6
103530,39.53517455,25.13081781,28.94573905,30.7,83.1
103540,42.86313477,25.07667729,29.02980702,29.9,85.4
103550,44.01518026,25.28407682,27.50271959,30.4,84.8
103560,44.24174008,25.01074539,28.88152927,29.9,83.6
103570,43.87551302,25.09076077,28.7199522,30.7,83.0
103580,41.03730275,25.80904808,28.04495228,30.5,81.6
103590,42.32528607,25.32248611,27.9681049,30.2,83.1
103600,45.96296458,25.86929112,28.96007564,30.6,85.2
103610,44.00456959,25.71342235,29.25787152,30.1,84.8
103620,45.47736358,25.15731503,27.93919502,30.0,83.2
103630,45.17037845,25.90073587,28.09317502,30.6,81.5
103640,43.58894615,25.85077308,29.57897392,29.9,85.2
103650,44.0895531,25.91213459,29.97651121,30.7,83.7
103660,43.95076161,25.90566106,28.89273715,30.1,82.7
103670,46.30846974,25.24134503,28.98970897,30.0,82.8
103680,43.26095138,24.99338346,28.92645,30.3,82.6
103690,42.95976878,25.05128364,29.16313954,30.0,82.3
103700,45.46893952,25.50296924,27.63674121,30.7,84.2
103710,42.19313158,25.52647253,29.20402458,29.8,81.8
103720,46.2697415,25.59220763,28.70204537,30.3,80.9
103730,41.90028646,25.06139567,27.12231606,30.4,82.4
103740,43.92013534,25.73107973,27.5047755,30.1,83.1
103750,41.12924157,25.4783158,29.59113167,30.1,84.9
103760,41.49257632,25.45697382,29.86775593,30.0,84.7
103770,41.45019062,25.51451147,27.74290372,29.8,83.3
103780,42.39824909,24.97363536,26.85249935,30.1,82.2
103790,41.31223536,25.14357646,28.27959656,29.9,80.6
103800,40.85267447,24.92509045,27.31333095,30.7,80.7
103810,40.39821949,25.3747486,29.63112279,30.2,81.9
103820,39.05963299,25.75015289,30.20106897,29.9,82.2
103830,38.69244753,24.89752286,28.5639179,30.4,83.0
103840,38.27623318,25.43397133,27.67166262,30.0,83.5
103850,36.48632262,25.82844023,29.0825963,30.2,83.8
103860,35.75878402,25.00759776,27.91969457,30.1,84.8
103870,36.68909846,25.50638535,30.01441032,30.2,81.3
103880,38.43139404,25.22790677,27.43666907,30.0,81.5
103890,35.42971818,25.39132736,27.77351849,29.7,80.9
103900,38.16319369,25.27731485,27.33436823,30.1,83.5
103910,34.14146158,25.16547709,29.72438805,30.4,83.0
103920,36.87268854,25.2193958,28.29324105,30.5,84.8
103930,37.73982198,25.75958273,30.39333364,30.4,81.5
103940,35.52653324,25.61294529,28.02445568,30.2,83.4
103950,35.52727729,25.53907246,28.87177055,30.0,82.1
103960,33.08312633,25.50815793,29.4362033,29.9,83.5
103970,36.49365044,25.02094367,29.71067619,29.8,83.0
103980,34.80767185,24.87026596,28.45597321,29.8,81.4
103990,33.40040088,25.7864082,30.01767739,30.0,85.5
104000,37.30412849,25.16139118,27.4760257,29.8,80.7
104010,33.62995509,25.0439304,28.41678159,29.8,81.3
104020,37.36083172,25.02525172,27.69487247,30.4,85.4
104030,37.20114785,25.03737507,27.45578243,30.6,83.0
104040,35.97117229,25.78322031,29.8892532,29.8,84.0
104050,37.5687539,25.77263533,28.21492111,30.0,84.5
104060,36.98985594,25.18184831,28.08601715,30.3,81.4
104070,40.07428004,25.67328435,27.67967243,29.8,83.0
104080,39.03085446,25.51797594,28.13471102,30.3,85.0
104090,40.94764922,25.75549863,30.05341095,30.4,82.3
104100,40.75773314,25.43594536,29.99376847,29.8,80.6
104110,41.09173217,25.06198418,27.6722867,30.2,84.3
104120,40.40376788,25.49373112,27.41695748,30.3,84.2
104130,39.04610525,25.01043964,29.17019883,30.0,84.8
104140,43.57194009,25.49533178,27.6612409,30.2,83.5
104150,44.32078235,24.96164385,29.50353364,30.4,84.4
104160,40.37792044,25.68105389,28.91287281,30.3,84.9
104170,42.02846156,25.32996064,29.6203966,30.5,85.2
104180,44.22758682,25.05174322,28.66787369,30.6,83.6
104190,43.50414491,25.57401428,28.78881222,29.9,84.1
104200,45.7700996,25.39980136,29.72052861,30.6,81.3
104210,42.47856218,25.21650762,28.47814896,30.1,81.7
104220,44.28440324,25.2102359,27.64944513,30.5,83.5
104230,46.72700408,25.94318185,30.41785571,30.6,82.5
104240,45.27811579,25.69911086,27.95130103,30.3,85.5
104250,43.82392366,25.88013074,28.80157381,30.2,83.6
104260,46.88067749,25.91046271,27.67621077,30.1,81.1
104270,44.33760322,25.68281162,29.36396849,30.1,81.2
104280,43.56549269,25.47512228,28.44142195,29.8,82.9
104290,45.15552379,25.51283826,28.95316491,29.9,80.7
104300,45.34742817,25.05258835,29.30625598,29.8,81.6
104310,45.56267709,25.21518109,28.64522434,30.3,85.5
