Time,FlowRate,InletTemperature,OutletTemperature,AirTemperature,RelativeHumidity,HeatLoss,VolumetricHumidity,MixingRatio
2580,44.91975538,25.06275563,26.91040579,30.3,84.3,5809.719525051241,26.028948464018512,0.023175650032047263
2590,42.75819133,25.63817412,29.81745429,30.1,85.0,12508.89227913745,25.963300383668738,0.023099225418830353
2600,44.39526349,25.08759371,27.59057598,30.3,80.6,7778.439017121384,24.88651537603668,0.02212227144882765
2610,43.19237054,25.9067727,30.55983252,30.4,84.9,14068.367872315795,26.35591273557192,0.023485790448085037
2620,44.43653648,25.8140927,29.6885674,30.0,85.3,12051.776544317096,25.914524497925658,0.023046337562197292
2630,44.48716898,25.35375942,27.46836728,30.1,80.6,6585.10420359793,24.61931777557295,0.021861473249229036
2640,41.63095927,25.51153707,29.38042629,29.8,81.4,11274.589867657345,24.46355953020264,0.021696098404306863
2650,41.52704364,25.5600659,28.88238067,30.6,84.3,9657.613730772457,26.453014259634603,0.023591719922977133
2660,44.40167485,25.51380588,28.30711224,30.1,84.0,8681.92365272099,25.6578497909197,0.022817500400033865
2670,40.79087723,25.04368335,29.52886471,30.1,82.9,12806.813754703117,25.321854138895752,0.02250788695969258
2680,41.00576483,25.67936553,28.12336939,30.1,84.2,7015.277326874063,25.71893990946951,0.022873825716060864
2690,39.6809482,25.50450838,28.63394309,30.4,82.2,8692.525563595438,25.517738832320514,0.02271161951695
2700,39.12480584,25.1853814,27.23688735,30.1,83.0,5618.534038134831,25.35239919817065,0.022536021348974217
2710,41.27877367,25.91512167,29.88014958,30.6,82.4,11457.004278448618,25.856801601351023,0.02304029982280297
2720,38.47559845,25.24443583,28.68830335,30.4,84.5,9275.34046701622,26.231738823979118,0.02337098115647016
2730,36.91015464,24.95543569,27.07246603,29.9,81.7,5469.7942058880235,24.686964601586304,0.02190869119142837
2740,37.62742599,25.57850596,29.24649952,30.4,84.0,9661.20093474876,26.076521434488114,0.02322752696375479
2750,35.43413476,25.45418574,30.30913355,30.2,85.4,12042.161246661475,26.226708391664694,0.023350357608643534
2760,35.01280168,25.24888721,29.54819909,30.2,83.4,10537.16679504356,25.61249976422524,0.0227834795190161
2770,36.7748126,25.41422025,27.79602306,30.2,85.5,6131.3246391532375,26.25741882303667,0.023378727680328174
2780,34.36854831,25.38902178,30.23167771,30.5,82.3,11650.45379952391,25.68678315025212,0.022875416527489582
2790,38.14979124,25.08892388,29.9186636,30.1,83.8,12897.749344307524,25.59675967236989,0.022761184922714527
2800,36.21606071,25.58886674,30.02525879,30.4,81.5,11246.80506713129,25.300434487033115,0.022511211585226752
2810,37.86393503,25.88327918,29.43655861,30.6,84.5,9417.879903666882,26.51577348682235,0.023649818993586175
2820,37.67221748,25.74730786,29.182441,30.3,82.4,9058.635790598473,25.44229363505487,0.022634295890987585
2830,35.72206385,25.76800656,30.66947463,30.2,81.4,12256.338874869338,24.99829113678579,0.022217596481699596
2840,35.82972585,25.83441092,29.47416764,30.5,81.0,9128.803980680668,25.281038094415816,0.022501007569262703
2850,33.74992006,25.31411099,28.22356321,30.7,85.0,6873.564589037264,26.816520106004504,0.02393655982893937
2860,34.12743841,25.23995067,29.49436825,30.4,83.8,10163.466175230995,26.014434478691715,0.023170163142494024
2870,35.3204765,25.39169787,28.68182583,30.7,80.9,8134.622110522104,25.523017371479582,0.022739760805282436
2880,32.78271839,25.1506454,27.50063033,30.6,84.1,5392.722592665375,26.39025503244686,0.023533631307889748
2890,37.17433456,25.46735406,28.78253331,30.3,80.9,8626.770779610892,24.979145085873043,0.022207552361317155
2900,33.23022896,25.55147538,28.81730968,30.3,84.3,7596.709507409496,26.028948464018512,0.023175650032047263
2910,33.55112766,25.55819639,28.11204477,30.7,84.5,5997.914511516497,26.65877587008683,0.02379037089229284
2920,37.12119241,25.2288445,28.21323256,30.0,81.4,7754.883038095666,24.72968691830186,0.02195544142638817
2930,36.45666083,25.53542351,27.77392643,30.2,83.9,5712.583920498318,25.766051921085104,0.02292510565281452
2940,38.31641669,25.07709165,27.42487449,30.0,82.0,6297.103791655012,24.911969622859367,0.022123031364983566
2950,39.36177507,25.5995535,29.82469454,30.4,84.0,11641.633587885413,26.076521434488114,0.02322752696375479
2960,39.25309732,25.80594734,29.07866932,30.5,80.7,8992.513206757016,25.18740461999206,0.022414667236269527
2970,39.63803645,25.16177185,28.18282898,29.9,83.9,8382.414084553066,25.3517298662557,0.022520004094547446
2980,37.39302039,25.33321642,29.14227003,30.7,85.3,9970.241351373317,26.91116664755511,0.024024304965602903
2990,38.19735558,25.04683458,29.36539433,30.1,83.4,11547.02936549582,25.47457943527027,0.022648583473889143
3000,39.24744515,25.44979792,29.35264684,30.4,84.8,10722.37942415056,26.324869257673715,0.023457084295699093
3010,38.92321317,25.87469424,30.2607872,30.6,85.3,11950.458188586135,26.766810395573334,0.02388231988771675
3020,40.81634461,25.31940774,28.9096854,30.0,82.4,10257.940715130115,25.033491425897704,0.022234806462207695
3030,43.0065785,25.91045106,29.04953572,30.3,83.0,9450.090359390513,25.6275530547276,0.022805151655267933
3040,43.53718605,25.72672277,29.46718514,30.1,85.0,11399.444428099987,25.963300383668738,0.023099225418830353
3050,44.56679131,25.21467402,29.74558786,30.0,81.4,14134.980408560952,24.72968691830186,0.02195544142638817
3060,41.88701533,25.39652598,29.6169061,30.7,85.3,12374.53887494071,26.91116664755511,0.024024304965602903
3070,43.42415733,25.80511372,28.68532369,30.7,80.7,8754.948361650017,25.45991967711251,0.022681493802832096
3080,45.26287907,25.65989227,29.14599001,30.5,84.5,11045.357430227414,26.373428629359708,0.02351002369183676
3090,43.4649597,25.83470309,28.31787898,30.4,82.0,7555.17979908031,25.45565187652412,0.022654347391077186
3100,46.33678958,25.65129349,29.10249779,30.5,81.3,11194.240921268387,25.374671568839577,0.02258737104227376
3110,42.2097934,25.6454909,30.23404276,30.2,82.0,13557.727821105009,25.18255372501762,0.022387257068330123
3120,46.66537333,25.88265155,27.69019435,30.6,81.4,5904.476170036747,25.5430054654123,0.022750456912888174
3130,43.36200481,25.28068306,27.91966651,29.9,83.3,8010.212913668721,25.170430248618587,0.02235316730577121
3140,47.36951623,25.80997472,27.78165224,30.7,81.9,6537.818719877631,25.838505843314927,0.023031253880886133
3150,42.8146051,25.70665304,27.93968575,29.9,80.9,6692.448955782297,24.445231778070156,0.021686683012496943
3160,47.38982266,25.13260931,27.74317261,30.7,84.6,8659.989228079303,26.690324717270368,0.023819603385520968
3170,43.76198305,25.26507466,27.05657963,30.5,81.7,5487.9867091791575,25.499516201404592,0.02270255835128665
3180,44.38928273,25.48178745,27.37437346,29.7,83.8,5880.737484211289,25.048807063386935,0.022226091955030742
3190,43.76835656,25.04385332,27.61187777,30.5,81.8,7867.874684767849,25.530727359545846,0.02273136161149279
3200,46.30052145,25.83961652,27.6655555,30.0,84.2,5917.934883691679,25.580339539570225,0.02273827485088165
3210,44.35009958,25.61674851,29.36271519,30.7,83.4,11629.379669695334,26.31173855106795,0.023468988045655004
3220,45.802384,25.51854485,27.32476119,29.8,80.7,5791.031007422816,24.253184939648072,0.021503072327540156
3230,44.43637849,25.28286522,27.45292647,29.8,84.0,6750.076413603776,25.244950866548177,0.02241406741344174
3240,41.42597424,25.29156545,28.91458214,30.4,81.0,10506.089724972104,25.145217097542115,0.022368139329545022
3250,40.97511623,25.03356022,27.90371182,30.1,83.1,8232.335678540441,25.382944257445555,0.022564158194712938
3260,44.31584839,25.15226432,28.57003683,29.9,83.5,10602.30418692688,25.23086345449763,0.022408769970587536
3270,42.58294063,25.23689995,28.85795283,30.3,84.0,10793.655586499128,25.936318754182146,0.023090112620320218
3280,42.9557139,25.8924854,29.17294695,30.4,81.7,9864.019746122533,25.362521442829514,0.02256845827917586
3290,38.02289775,25.62995913,28.2336204,30.4,82.0,6929.91223713916,25.45565187652412,0.022654347391077186
3300,41.97317807,25.70650529,29.55576304,30.3,83.9,11309.590668465427,25.905442184236694,0.023061605189923923
3310,37.09734346,24.94044943,29.46365135,30.0,81.9,11745.914261561993,24.88158917209978,0.022095093650928283
3320,37.79392887,25.44657432,30.23358101,30.4,83.5,12664.385323945196,25.921304044997118,0.023084136533340942
3330,39.32124017,25.42464719,29.37470351,30.6,85.4,10872.47792706224,26.798190009167204,0.023911394274126377
3340,36.76693449,25.36582774,28.2098101,30.0,84.8,7319.515918458487,25.762622244127733,0.022906272569070983
3350,39.18937301,25.58446992,29.23582002,30.5,84.7,10016.588474130052,26.43585094564222,0.02356777719381789
3360,36.03918284,25.76934146,29.69884438,29.8,80.8,9913.125194293574,24.28323845258444,0.02153064039312484
3370,37.5566555,25.88208341,28.59822527,30.1,83.8,7140.644288760447,25.59675967236989,0.022761184922714527
3380,38.04710233,25.06894446,28.30611569,29.8,82.1,8621.54895332793,24.673934120757202,0.021889240320162106
3390,37.3412869,25.40531772,28.7400442,30.6,82.9,8716.608475589499,26.013699669320392,0.023185319025352983
3400,34.90373807,25.09503564,27.69121844,29.8,81.4,6343.153910312747,24.46355953020264,0.021696098404306863
3410,34.55418628,25.85136147,28.25881443,30.2,84.0,5823.130462812419,25.79676235245708,0.022953438346067685
3420,34.10320525,25.26045976,27.87901009,30.1,84.5,6251.067155301171,25.810575087294215,0.0229583321433191
3430,35.31367408,25.55613215,30.46508587,30.2,82.4,12134.723421931849,25.305395450505515,0.0225004137826379
3440,34.00977427,24.94073746,29.55228691,30.6,82.7,10978.642908060981,25.950940442132644,0.02312730351995487
3450,36.67120324,25.13728795,29.17386341,30.7,82.0,10361.825536107948,25.87005469049846,0.02306041768610364
3460,37.23662718,25.12463997,28.82762581,30.0,84.0,9652.06922238294,25.51957863805106,0.022682295060759663
3470,33.54209978,25.0425892,27.82730483,30.5,83.1,6538.364666426992,25.936472415382152,0.023106038342080967
3480,37.70296858,24.97892391,29.57354538,30.6,83.0,12126.16082442824,26.04507928291426,0.02321433069129662
3490,35.98542424,24.975138,27.17511655,30.5,81.4,5541.701300845496,25.405882726980835,0.0226161640104449
3500,34.35749873,24.89679515,27.84900924,29.9,81.6,7100.148429350423,24.656747998646782,0.021880931794226906
3510,37.3305044,25.46040843,30.22625843,30.3,85.6,12453.810907631803,26.430343873309422,0.02354657443590867
3520,35.00662555,25.15934899,27.96161653,30.3,82.1,6866.8551324589735,25.349663925218504,0.022548901959487798
3530,38.91631343,25.24787115,27.72147199,30.4,85.2,6738.4397913105895,26.44904316926652,0.023571924227941247
3540,34.63816472,25.12877538,27.90755762,29.7,85.0,6737.634186509135,25.40750119794617,0.02255590743184006
3550,35.34624523,25.68441925,28.93700997,30.5,82.1,8047.680845535952,25.624360833969607,0.02281778683671726
3560,36.10227676,25.77050053,29.56622514,30.6,81.9,9592.401026247418,25.69990353338166,0.022895345799959107
3570,39.40810406,25.39390843,27.82736631,30.4,84.3,6712.8572952466875,26.16965186818272,0.023313591825186126
3580,40.0332255,25.88958599,29.55776544,30.7,83.9,10279.433856742118,26.469482786985623,0.02361503149331545
3590,39.05108958,25.01077934,29.3488398,30.2,82.4,11858.419133884125,25.305395450505515,0.0225004137826379
3600,40.76607789,25.13681392,29.79955599,30.3,84.2,13305.719448461989,25.998071894073057,0.023147135041047734
3610,38.8226311,25.32073009,28.59828394,30.3,83.6,8907.028482025433,25.812812474400324,0.02297609801459626
3620,39.53517455,25.13081781,28.94573905,30.7,83.1,10557.650398253172,26.21709200951734,0.02338139368852073
3630,42.86313477,25.07667729,29.02980702,29.9,85.4,11861.047266619864,25.80497891034847,0.022937474302111606
3640,44.01518026,25.28407682,27.50271959,30.4,84.8,6835.777301786708,26.324869257673715,0.023457084295699093
3650,44.24174008,25.01074539,28.88152927,29.9,83.6,11987.515002736976,25.26108005743714,0.022436574901820678
3660,43.87551302,25.09076077,28.7199522,30.7,83.0,11146.284508732626,26.185543162333808,0.023352200852567943
3670,41.03730275,25.80904808,28.04495228,30.5,81.6,6422.88343027776,25.46830504326334,0.02267375766460654
3680,42.32528607,25.32248611,27.9681049,30.2,83.1,7838.360048324209,25.52036847010932,0.022698533692906687
3690,45.96296458,25.86929112,28.96007564,30.6,85.2,9944.313359202059,26.73543078197946,0.023853248118718976
3700,44.00456959,25.71342235,29.25787152,30.1,84.8,10918.037211163792,25.90221026511893,0.023042860722178028
3710,45.47736358,25.15731503,27.93919502,30.0,83.2,8855.879741880974,25.276535031974383,0.02245847307911753
3720,45.17037845,25.90073587,28.09317502,30.6,81.5,6932.331429386747,25.57438507900617,0.02277942948154799
3730,43.58894615,25.85077308,29.57897392,29.9,85.2,11375.584195580132,25.744545704469434,0.022881780362708888
3740,44.0895531,25.91213459,29.97651121,30.7,83.7,12543.7584164122,26.406385092618553,0.02355660618423339
3750,43.95076161,25.90566106,28.89273715,30.1,82.7,9189.898839976458,25.26076402034594,0.022451625549213886
3760,46.30846974,25.24134503,28.98970897,30.0,82.8,12150.669866299793,25.155013228936042,0.022346620360183353
3770,43.26095138,24.99338346,28.92645,30.3,82.6,11910.374025287134,25.504046774945774,0.022691237750743866
3780,42.95976878,25.05128364,29.16313954,30.0,82.3,12365.106510447511,25.003110975138114,0.02220685905112023
3790,45.46893952,25.50296924,27.63674121,30.7,84.2,6791.424405738093,26.56412932853623,0.02370268928916139
3800,42.19313158,25.52647253,29.20402458,29.8,81.8,10861.720627656408,24.583773581948105,0.021806451022301398
3810,46.2697415,25.59220763,28.70204537,30.3,80.9,10072.397183572095,24.979145085873043,0.022207552361317155
3820,41.90028646,25.06139567,27.12231606,30.4,82.4,6044.7208298578435,25.57982578811692,0.022768901820337743
3830,43.92013534,25.73107973,27.5047755,30.1,83.1,5453.067078926986,25.382944257445555,0.022564158194712938
3840,41.12924157,25.4783158,29.59113167,30.1,84.9,11840.989821511175,25.93275532439384,0.023071041839214417
3850,41.49257632,25.45697382,29.86775593,30.0,84.7,12811.029933104592,25.73224179336815,0.02287826686962687
3860,41.45019062,25.51451147,27.74290372,29.8,83.3,6465.709847704155,25.034576275993608,0.022220610551047026
3870,42.39824909,24.97363536,26.85249935,30.1,82.2,5576.238041797586,25.108038723971422,0.022311014988505753
3880,41.31223536,25.14357646,28.27959656,29.9,80.6,9068.920032542363,24.3545819692516,0.021603469409748898
3890,40.85267447,24.92509045,27.31333095,30.7,80.7,6829.620819179907,25.45991967711251,0.022681493802832096
3900,40.39821949,25.3747486,29.63112279,30.2,81.9,12036.495713143366,25.15184329364565,0.022358974098184665
3910,39.05963299,25.75015289,30.20106897,29.9,82.2,12169.58039878627,24.83804761628389,0.02204752408970704
3920,38.69244753,24.89752286,28.5639179,30.4,83.0,9930.32583966166,25.766086655506115,0.022940809822726598
3930,38.27623318,25.43397133,27.67166262,30.0,83.5,5995.527552062653,25.367676384253137,0.02254238810673589
3940,36.48632262,25.82844023,29.0825963,30.2,83.8,8311.253175809585,25.73534148971313,0.022896775448829846
3950,35.75878402,25.00759776,27.91969457,30.1,84.8,7289.312861188474,25.90221026511893,0.023042860722178028
3960,36.68909846,25.50638535,30.01441032,30.2,81.3,11577.676038912801,24.967580705413813,0.02218932840296359
3970,38.43139404,25.22790677,27.43666907,30.0,81.5,5942.007000439769,24.760067369061446,0.021983367026248826
3980,35.42971818,25.39132736,27.77351849,29.7,80.9,5908.025227075708,24.181962904868772,0.02143042968846252
3990,38.16319369,25.27731485,27.33436823,30.1,83.5,5495.2608600126405,25.505124494545175,0.022676730148674034
4000,34.14146158,25.16547709,29.72438805,30.4,83.0,10895.351837123668,25.766086655506115,0.022940809822726598
4010,36.87268854,25.2193958,28.29324105,30.5,84.8,7933.865696638584,26.467062103783473,0.0235966578204875
4020,37.73982198,25.75958273,30.39333364,30.4,81.5,12241.38541101441,25.300434487033115,0.022511211585226752
4030,35.52653324,25.61294529,28.02445568,30.2,83.4,5997.0822820258245,25.61249976422524,0.0227834795190161
4040,35.52727729,25.53907246,28.87177055,30.0,82.1,8288.118241709839,24.942350073618954,0.022150971502823684
4050,33.08312633,25.50815793,29.4362033,29.9,83.5,9096.64148439771,25.23086345449763,0.022408769970587536
4060,36.49365044,25.02094367,29.71067619,29.8,83.0,11980.182146938621,24.94441573718451,0.022137736020965346
4070,34.80767185,24.87026596,28.45597321,29.8,81.4,8736.708491571611,24.46355953020264,0.021696098404306863
4080,33.40040088,25.7864082,30.01767739,30.0,85.5,9892.826102403498,25.975285399444825,0.023102380596789575
4090,37.30412849,25.16139118,27.4760257,29.8,80.7,6044.179647902869,24.253184939648072,0.021503072327540156
4100,33.62995509,25.0439304,28.41678159,29.8,81.3,7940.018383146713,24.43350601726627,0.02166851616072522
4110,37.36083172,25.02525172,27.69487247,30.4,85.4,6981.747611787913,26.51113012506292,0.02362935952016891
4120,37.20114785,25.03737507,27.45578243,30.6,83.0,6297.727083262171,26.04507928291426,0.02321433069129662
4130,35.97117229,25.78322031,29.8892532,29.8,84.0,10338.917156021758,25.244950866548177,0.02241406741344174
4140,37.5687539,25.77263533,28.21492111,30.0,84.5,6422.754339560263,25.67148089184898,0.02282226276738412
4150,36.98985594,25.18184831,28.08601715,30.3,81.4,7519.735091192584,25.13352793560032,0.02234973741066474
4160,40.07428004,25.67328435,27.67967243,29.8,83.0,5628.319045078657,24.94441573718451,0.022137736020965346
4170,39.03085446,25.51797594,28.13471102,30.3,85.0,7149.338424749957,26.245084453636697,0.0233753255721144
4180,40.94764922,25.75549863,30.05341095,30.4,82.3,12319.258424037342,25.548782310218716,0.02274025939628496
4190,40.75773314,25.43594536,29.99376847,29.8,80.6,13003.657661169334,24.223131426711703,0.02147550662389212
4200,41.09173217,25.06198418,27.6722867,30.2,84.3,7508.329642416129,25.888893646572992,0.02303845136471938
4210,40.40376788,25.49373112,27.41695748,30.3,84.2,5439.3914001096155,25.998071894073057,0.023147135041047734
4220,39.04610525,25.01043964,29.17019883,30.0,84.8,11369.567660317629,25.762622244127733,0.022906272569070983
4230,43.57194009,25.49533178,27.6612409,30.2,83.5,6606.1003691917185,25.643210195597213,0.022811799769206643
4240,44.32078235,24.96164385,29.50353364,30.4,84.4,14091.007618819403,26.20069534608092,0.023342285214901594
4250,40.37792044,25.68105389,28.91287281,30.3,84.9,9134.588905977265,26.214207883691245,0.023346792928006118
4260,42.02846156,25.32996064,29.6203966,30.5,85.2,12622.429597435119,26.591906736348488,0.023712206173119286
4270,44.22758682,25.05174322,28.66787369,30.6,83.6,11195.290702006074,26.233356964477494,0.023388455494560915
4280,43.50414491,25.57401428,28.78881222,29.9,84.1,9789.992480669065,25.41216307213473,0.02257563555866193
4290,45.7700996,25.39980136,29.72052861,30.6,81.3,13843.208160385377,25.51162585181843,0.022721486947903397
4300,42.47856218,25.21650762,28.47814896,30.1,81.7,9698.488412903387,24.95531342759689,0.02217046577493197
4310,44.28440324,25.2102359,27.64944513,30.5,83.5,7561.324758963492,26.06131704794717,0.023221411118982217
4320,46.72700408,25.94318185,30.41785571,30.6,82.5,14636.167259902264,25.8881812149449,0.02306929844752992
4330,45.27811579,25.69911086,27.95130103,30.3,85.5,7138.2449108851815,26.399467303363974,0.02351802664751349
4340,43.82392366,25.88013074,28.80157381,30.2,83.6,8962.03686537013,25.67392062696918,0.022840122507353858
4350,46.88067749,25.91046271,27.67621077,30.1,81.1,5794.562573061721,24.772043071947465,0.022001887640347436
4360,44.33760322,25.68281162,29.36396849,30.1,81.2,11424.957088484607,24.80258813122237,0.02202997786835347
4370,43.56549269,25.47512228,28.44142195,29.8,82.9,9045.981461281403,24.91436222424814,0.022110115915875653
4380,45.15552379,25.51283826,28.95316491,29.9,80.7,10874.482632261228,24.38479857219112,0.021631204886583467
4390,45.34742817,25.05258835,29.30625598,29.8,81.6,13502.502111733536,24.52366655607537,0.021751269983962564
4400,45.56267709,25.21518109,28.64522434,30.3,85.5,10939.736710313882,26.399467303363974,0.02351802664751349
4410,43.2718175,25.85824585,29.74608523,30.5,82.2,11776.371328447118,25.655571992110865,0.02284660039447771
4420,43.64039489,25.3287841,27.07441613,30.4,80.6,5332.604978528261,25.021043185949313,0.022253727252685096
4430,41.27911988,25.70357412,30.37040474,30.7,85.3,13484.98624358444,26.91116664755511,0.024024304965602903
4440,44.71643571,25.75109348,28.76722952,29.9,83.9,9440.959732769177,25.3517298662557,0.022520004094547446
4450,44.32624817,25.25403744,29.08371337,30.5,85.2,11882.861597869889,26.591906736348488,0.023712206173119286
4460,42.19780372,25.75343922,28.1687635,30.1,85.3,7134.496592131323,26.05493556149345,0.023183790936383824
4470,43.54260489,25.3013308,29.01421942,30.2,84.2,11316.818952686619,25.858183215201024,0.023010111201691927
4480,41.64141067,25.62737939,29.2389223,30.1,84.2,10527.281902734569,25.71893990946951,0.022873825716060864
4490,39.6579561,25.3786055,27.880751,30.6,82.7,6946.098347636883,25.950940442132644,0.02312730351995487
4500,42.36521934,25.58430127,27.49899552,30.1,83.0,5678.1509309200765,25.35239919817065,0.022536021348974217
4510,38.56298297,25.63371478,29.54391227,29.8,84.6,10555.221545134476,25.42527194416638,0.022579980084561413
4520,38.04052407,25.06084653,27.59319055,29.8,84.4,6743.218555243139,25.36516491829365,0.022524666368853485
4530,40.64482126,25.610022,29.69023954,30.4,81.1,11608.779883065183,25.176260575440313,0.022396748698699457
4540,40.31675109,25.7081386,29.29875327,30.2,83.6,10133.334253734467,25.67392062696918,0.022840122507353858
4550,38.11294037,25.14818591,26.99303495,29.7,85.0,4921.883501722021,25.40750119794617,0.02255590743184006
4560,36.66145607,25.09768528,28.31589876,30.4,84.2,8258.907448463127,26.138608390284524,0.023284900986983378
4570,34.41972693,24.85470287,29.77392423,29.9,84.4,11852.27791435962,25.502812880953293,0.02265910076449547
4580,37.81353246,25.2253603,29.77241683,30.4,81.8,12035.818878622702,25.393564920727716,0.022597085440007134
4590,33.75016272,25.3434789,30.0509791,29.9,83.4,11121.522842810275,25.200646851558112,0.02238096743867456
4600,33.87612287,25.33701797,27.58716869,30.3,80.7,5335.846758671722,24.91739194598214,0.022150695910672865
4610,33.4616969,25.361216,28.62964559,30.4,81.4,7655.704019569988,25.269391009134917,0.02248259205143149
4620,34.46207474,25.62324871,29.96873662,30.0,80.8,10482.817039533054,24.547404213744347,0.021787938675960565
4630,36.99508222,25.30249745,29.68134285,30.7,81.3,11339.702192116814,25.64921276021372,0.02285632641428013
4640,33.05935247,24.92176364,28.69689671,29.8,81.2,8736.241834759821,24.403452504329906,0.021640936280902502
4650,35.7365023,25.08278856,29.05462386,29.8,80.6,9935.76509335698,24.223131426711703,0.02147550662389212
4660,33.03258796,25.38983073,29.4943552,29.9,81.6,9490.814591247317,24.656747998646782,0.021880931794226906
4670,36.31829625,25.23249275,29.63474597,29.9,81.7,11191.763562803357,24.686964601586304,0.02190869119142837
4680,36.31152034,25.56720728,28.91666754,30.4,83.4,8513.67960513081,25.890260567098924,0.023055466094993517
4690,36.01814695,25.36829997,29.81219887,29.8,80.7,11204.270252780037,24.253184939648072,0.021503072327540156
4700,35.74467798,24.98223931,27.5575688,30.1,81.6,6443.802631871329,24.924768368321992,0.022142363290340483
4710,36.01354438,25.39937484,29.69683802,30.3,81.3,10833.681666804217,25.102651365654868,0.02232129537972438
4720,35.49013056,25.37616721,27.81532289,29.9,84.2,6059.616747755597,25.442379675074253,0.022603454892340613
4730,35.91906311,25.66049505,30.19317879,30.3,81.6,11396.682732031159,25.195281075491227,0.022406629006479252
4740,36.36298123,25.26410244,28.68716822,29.9,84.4,8713.101369503676,25.502812880953293,0.02265910076449547
4750,38.068557,25.33815187,28.3871844,30.2,82.7,8125.058806421138,25.39752674462143,0.022585307402940322
4760,40.21556068,25.12749113,26.97938007,30.4,83.0,5213.232642743367,25.766086655506115,0.022940809822726598
4770,36.58343242,25.62013834,30.49195821,30.6,83.1,12475.95250835907,26.07645889650813,0.02324334496653926
4780,40.66077705,25.64984429,29.16786319,29.8,82.7,10013.17675054103,24.85425519837541,0.022054882811274126
4790,41.21300503,25.90421519,29.51200362,30.0,83.1,10408.146189893614,25.246154581214793,0.022430506258813522
4800,40.49709248,25.53343957,29.01894791,29.8,83.4,9880.706750935396,25.06462978892998,0.022248240133694582
4810,38.9554887,25.56203502,29.87964638,30.5,83.5,11773.626238183017,26.06131704794717,0.023221411118982217
4820,41.30614717,25.90563288,30.44095287,30.4,84.7,13113.561647898809,26.29382577977552,0.023428380696528382
4830,41.42094887,25.61783244,29.43867739,30.7,82.2,11078.411631990333,25.933152384865533,0.02311875320900016
4840,39.88770519,25.86421033,29.15900791,30.7,81.0,9199.534017223583,25.554566218663112,0.02276889825648411
4850,42.02374395,25.4655979,27.98691919,30.2,82.3,7416.875221465057,25.27468501913354,0.022472120878347938
4860,42.50360962,25.86569359,29.4192962,30.4,83.7,10572.865665603724,25.983391000793517,0.023141485056751277
4870,45.27535479,25.92952737,30.03705166,30.3,82.6,13017.873367680502,25.504046774945774,0.022691237750743866
4880,41.62063448,25.86581683,30.5721181,29.9,81.4,13711.54714380009,24.596314792767746,0.021825420179801266
4890,44.46349889,25.34182449,28.2424253,30.7,84.8,9027.960262703768,26.75342241163743,0.02387807631240997
4900,44.78500213,25.09920921,28.11849206,30.3,82.1,9465.301220782572,25.349663925218504,0.022548901959487798
4910,46.76505613,25.53790443,29.84002764,30.3,85.2,14083.232337567795,26.306837593527607,0.023432398430298183
4920,45.00798777,24.98924698,27.02477967,30.0,83.3,6413.066129186865,25.306915482733967,0.02248644232699519
4930,44.65428541,25.66390679,28.12084345,30.0,84.7,7679.892559495251,25.73224179336815,0.02287826686962687
4940,46.18718999,25.44536212,29.93486701,30.1,82.4,14515.033072082493,25.169128842521232,0.022367251848883923
4950,44.28035445,25.3176282,28.92636897,30.2,82.3,11185.742428963606,25.27468501913354,0.022472120878347938
4960,42.49205436,25.10230586,28.38986283,30.3,84.9,9778.653463658573,26.214207883691245,0.023346792928006118
4970,43.13626672,25.34108501,29.05639559,30.5,82.3,11218.523968856256,25.68678315025212,0.022875416527489582
4980,42.68107569,25.00410224,27.94167522,30.6,82.2,8776.514229299515,25.794042374163283,0.022982310394561833
4990,42.80237814,25.5504866,28.74844831,30.0,81.4,9581.625647206276,24.72968691830186,0.02195544142638817
5000,44.13337177,25.40296646,28.45725513,30.5,83.0,9435.724015620623,25.9052612572409,0.023077201594622895
5010,45.19002291,24.99834471,27.54562796,30.6,81.8,8057.825189803146,25.66852391978779,0.02286636281308825
5020,43.12624513,25.76590672,30.45190601,30.0,82.4,14146.268784168213,25.033491425897704,0.022234806462207695
5030,41.543095,25.23150421,28.1473178,30.7,83.9,8479.234468016271,26.469482786985623,0.02361503149331545
5040,40.99577954,25.79104601,30.06101858,30.4,82.6,12253.559788509705,25.641912743913316,0.022826194303953534
5050,44.37717567,25.16076239,27.81234537,30.4,82.2,8236.883459492949,25.517738832320514,0.02271161951695
5060,42.21792814,25.58604592,29.80746031,30.2,83.5,12475.355855632733,25.643210195597213,0.022811799769206643
5070,39.58699689,25.21016052,28.18654222,30.5,81.3,8247.820917094707,25.374671568839577,0.02258737104227376
5080,41.84704647,25.06816427,28.66467384,30.0,81.3,10535.231217391276,24.69930646754227,0.021927518248420895
5090,40.56434518,25.27663351,27.44591219,30.1,81.4,6159.675841699436,24.863678249772185,0.022086165676712885
5100,38.86712645,25.65195742,28.91163835,30.7,84.6,8868.610162507457,26.690324717270368,0.023819603385520968
5110,41.41123412,25.31978194,29.202944,30.2,80.7,11256.457323479304,24.783318117181977,0.0220197720150412
5120,38.83345093,25.13888779,28.97744274,30.6,84.0,10434.503470505359,26.35887541885299,0.02350459092028473
5130,38.1692154,25.81471995,28.7182074,30.1,83.2,7757.668652317271,25.41348931672046,0.022592297497230466
5140,37.20998641,25.19423893,29.9489258,30.2,85.0,12384.528367155383,26.103866666176806,0.023236902260576474
5150,35.51759753,25.567172,28.37464849,30.2,83.4,6980.037403272992,25.61249976422524,0.0227834795190161
